,Attacks,Malware,Vulnerabilities,SecurityBudget,DeliveryDelay,CommodityPrices,Inventory,TransportCost,AuditDeficiencies,ComplianceFailures,PolicyChanges
2022-03-15,37,34,16,20901.70773649744,11.048961903320707,22.469273044669762,106,417.69888708225477,2,4,0
2022-03-16,94,51,24,19227.02569527173,6.377015216742033,20.642193524806167,235,471.52493737141083,4,5,0
2022-03-17,58,58,45,17008.771801402283,10.597224683183631,20.882018910360607,118,31.941890317747955,3,11,0
2022-03-18,80,49,16,18057.021358104885,8.930522176062828,28.89676562880489,238,31.00129418114722,3,3,0
2022-03-19,90,44,23,20245.005742189765,3.3895116865101333,24.30414670157459,466,75.84381745668593,6,4,0
2022-03-20,93,44,28,21518.68093647606,15.181993996894118,23.864023318186504,276,91.86853563354452,3,3,0
2022-03-21,58,55,31,22794.830168845285,8.568297866108393,10.934190269510816,110,82.58249898580414,4,5,0
2022-03-22,29,57,24,22671.70718449061,18.27571292656126,16.240972012546784,140,195.87916664985164,4,6,0
2022-03-23,95,63,15,24726.887432610853,8.70699163538878,12.01488002112562,213,452.7094338411028,4,5,0
2022-03-24,72,40,16,17858.414486634094,11.66446814153184,16.15473596077193,279,110.60936847204655,4,3,0
2022-03-25,70,55,0,15711.107082134367,7.758679850473138,23.974333563440545,293,65.67266383472474,5,6,0
2022-03-26,58,48,25,18456.569355418593,9.484898046094404,18.03585723041187,295,334.59575473496557,0,5,0
2022-03-27,80,49,4,22432.944752240765,11.354006382183359,25.36220797579962,447,111.94811573234664,3,3,0
2022-03-28,10,54,29,19381.11651033295,4.307251324102656,23.465676010314137,324,165.2277595742492,1,4,0
2022-03-29,22,54,9,23177.884305894193,6.574347273828618,20.252263866860158,430,106.43417803800027,3,4,0
2022-03-30,96,55,12,20493.26365186015,14.625454068364046,25.480232047101573,422,208.50652997413832,10,10,0
2022-03-31,60,39,19,24297.917226305028,16.095716409577335,26.822080048849084,360,53.844263309928564,3,7,0
2022-04-01,65,42,25,24478.63441999069,7.2903067443211835,22.27193635212889,215,306.8233656683372,3,6,0
2022-04-02,92,64,10,15693.045060187487,11.806613699936626,21.149835568110646,249,143.62752234621323,2,8,0
2022-04-03,71,47,18,19564.134397124242,14.161746050392162,23.166844046374813,217,69.10891717011894,2,6,0
2022-04-04,41,53,19,21096.89061249568,8.69621528993193,12.967066563137953,264,252.3792676257524,1,8,0
2022-04-05,39,60,13,17558.72540812213,6.122268679586191,19.412142681619674,351,69.04295664241356,4,2,0
2022-04-06,38,54,9,19070.767793789804,25.07478421146785,19.880047451418037,366,72.16299659641217,4,5,0
2022-04-07,58,55,28,21776.815411176984,5.381842269694622,18.156278445717177,143,44.64414203281798,5,6,0
2022-04-08,54,58,20,17267.342268983615,15.242443423718317,16.05252102634322,280,27.015690848057098,6,5,0
2022-04-09,39,28,-1,21019.813529744526,7.091112650944638,24.990226108179886,176,253.2267618532474,2,3,0
2022-04-10,25,45,27,21974.47828164306,13.57116710950006,20.85029095771958,473,476.09463576899793,2,4,0
2022-04-11,49,54,39,15904.963110958668,12.367451185486669,21.304953660962045,215,94.57567193855142,2,4,0
2022-04-12,28,63,22,19975.293160274527,12.538287517650422,27.122900356333137,166,66.78827150216691,2,4,0
2022-04-13,27,50,20,17630.800299241906,12.758076584314905,19.02335822371563,112,24.23275476650303,1,4,0
2022-04-14,10,41,29,22243.863559980447,16.40289610141982,18.05610378394599,191,16.88877027178617,2,5,0
2022-04-15,87,41,34,16895.555085369404,6.366431125152366,26.806465622196164,345,306.96402113377883,4,7,0
2022-04-16,56,58,25,23922.379155381066,5.496597478008035,12.546303101422321,366,20.614448176314585,4,6,0
2022-04-17,75,47,18,19309.413365183267,4.8767529724351935,20.25595559989949,238,47.27900979245227,3,7,0
2022-04-18,47,49,21,16980.030303075535,9.45697983999258,16.311787832712923,440,197.044840260297,2,8,0
2022-04-19,60,56,24,19380.217963503295,9.54784405083912,21.46339559410918,343,162.34233143862082,2,4,0
2022-04-20,72,20,12,19087.437628085278,4.199675426768392,22.859824673607203,440,205.34723665406653,2,4,0
2022-04-21,13,70,18,19289.189594937103,4.095497905727191,23.137953661420227,490,149.44365744051981,1,2,0
2022-04-22,10,42,27,20855.61293497447,19.507917256464797,25.131195409492385,372,103.86304395156846,2,8,0
2022-04-23,17,52,23,20211.737249135374,13.614251898628014,18.737363365945672,403,47.56676605882052,3,2,0
2022-04-24,38,32,18,16497.771316809027,4.678771125873793,19.04889358931359,497,78.71679631734777,2,6,0
2022-04-25,64,45,23,15655.790726466363,11.739836727485168,22.633011071758848,290,111.15794567819772,3,4,0
2022-04-26,12,62,9,22294.154487265405,7.114473728734281,24.437508466530613,196,22.413382146502997,5,9,0
2022-04-27,41,30,18,20597.174359283134,8.353413080130295,13.498480914308228,430,67.60377982945886,5,4,0
2022-04-28,19,61,26,18590.007680792638,13.842968320994984,21.57060587339839,304,102.28688775997111,1,7,0
2022-04-29,83,47,13,23083.578224980738,9.18955372909131,18.023778372859113,236,74.51759292462164,3,4,0
2022-04-30,92,54,12,18880.58474260957,7.190530141686394,20.435762851921805,176,105.36657717849639,6,4,0
2022-05-01,43,56,34,22959.650896006075,19.05534947641563,18.216556733561372,483,289.66577284477046,3,5,0
2022-05-02,96,54,13,18057.561275123746,6.467834684780254,16.386266968538575,136,327.49930314949063,3,12,0
2022-05-03,64,41,14,15728.452975451997,11.995134602490015,14.907383685883886,385,672.7361134870883,1,5,0
2022-05-04,41,46,37,24326.396937999292,8.527613249346686,19.244879925148574,402,32.85479289223276,2,8,0
2022-05-05,59,35,25,18945.51129281373,11.441260922827201,21.79202895877948,234,97.44175852922345,0,7,0
2022-05-06,16,54,24,22926.925728493778,13.087418548312893,16.984960999631348,241,506.5279501393088,2,7,0
2022-05-07,17,67,28,17791.441332223047,18.138554189954977,25.949059834334367,353,25.900546928768556,4,4,0
2022-05-08,74,31,9,21463.65112123656,4.995233223924891,32.29225171500708,147,45.77649490325071,5,4,0
2022-05-09,66,42,24,23733.108732577282,19.65602990483676,22.06562560491972,354,80.17921630960315,6,3,0
2022-05-10,76,48,20,15416.440223399803,9.74302046023393,19.793822377266576,233,1146.3334257400024,6,9,0
2022-05-11,97,51,27,23306.35764686089,11.260381931085508,15.438686297876666,389,56.00647426374858,6,9,0
2022-05-12,96,58,20,20713.330049719287,8.63570262548084,21.850290441839896,307,438.7021205313675,3,6,0
2022-05-13,68,48,22,21074.717539085694,9.46834939931701,27.3858786668415,200,144.33010997236028,3,4,0
2022-05-14,81,46,19,20231.580008059827,12.111685535855843,29.74239705048672,145,47.159995672030384,5,3,0
2022-05-15,63,61,19,23744.751032836422,3.8976274199315935,26.98077899243345,169,2440.1728265638376,2,11,0
2022-05-16,76,56,25,15434.333572356374,11.402861179619718,24.216548141530545,235,180.30466508783664,4,2,0
2022-05-17,60,55,22,17610.28391535848,9.352210178441911,22.050966850235817,379,216.19965681628517,4,7,0
2022-05-18,17,51,22,23757.625388591554,14.69470999465864,14.75665984559808,166,253.283027239396,4,4,0
2022-05-19,43,59,19,22523.45702531956,6.486409760943602,19.501392260849308,103,234.38291859800975,5,4,0
2022-05-20,44,43,20,15176.451601786059,13.839102430779953,18.920609312644373,323,1276.7503706843793,4,7,0
2022-05-21,97,42,25,20170.062832097086,4.289023756593031,19.533979822963733,100,885.3152960379745,6,2,0
2022-05-22,87,57,27,20295.726807126746,8.355044374199144,16.40293893586599,389,58.46345490031774,3,4,0
2022-05-23,41,33,24,19008.821351279104,9.05350172606991,23.789309842181883,208,1117.3609765448211,0,9,0
2022-05-24,55,50,32,17973.933320619897,10.91756362810054,18.630676032964782,364,73.68999574596359,2,6,0
2022-05-25,25,46,27,21817.24850412342,12.540871549119457,18.224847964282503,162,204.84239547197268,5,6,0
2022-05-26,77,35,21,17077.904647047537,7.760587803307982,16.419866878944674,365,34.76050684531858,1,6,0
2022-05-27,46,40,23,22989.48562071706,6.014626583916424,21.16149994137185,237,418.4705068062684,2,2,0
2022-05-28,63,48,32,23030.37160767472,9.664944605659075,27.48387263027898,143,109.14079638592378,7,3,0
2022-05-29,94,60,22,19152.614375728204,13.520328561564723,19.94895851694731,473,47.01714692751978,2,5,0
2022-05-30,23,43,27,17835.480109096476,17.784862741648585,21.408702742331442,361,487.115379559328,5,4,0
2022-05-31,64,62,23,17838.781815907132,13.407100024211118,29.67630281520033,315,624.0318413707056,4,4,0
2022-06-01,57,50,21,19822.9132399621,10.956583800079637,26.01721269625645,220,645.5500743014976,2,7,0
2022-06-02,91,63,14,22195.792247493588,11.931137888646715,22.93872408776099,251,32.36409245337349,2,1,0
2022-06-03,16,43,18,18588.686909938588,8.284963215769315,22.72848883128719,312,715.9017379550111,1,6,0
2022-06-04,83,49,37,21100.433454577516,6.833036017733128,16.98467046103543,333,109.89048945598914,0,0,0
2022-06-05,16,53,23,18824.844605825943,14.93661181454329,16.495652755586953,450,1154.5933360110218,2,2,0
2022-06-06,42,48,21,18045.23189151383,19.958689673084493,20.70704076502517,210,277.25944657681794,3,4,0
2022-06-07,32,59,33,15248.595159157941,14.017249125647936,20.833870525791447,460,190.8201307374661,3,7,0
2022-06-08,94,27,21,15039.141057353907,13.081470888165919,15.751175654835768,419,149.6832018050809,2,3,0
2022-06-09,28,74,20,17272.076778320043,6.939766790085101,23.5164833197372,321,146.39919116168673,3,5,0
2022-06-10,28,58,25,19064.062868009954,10.063086978280909,18.613510557514402,325,75.2251551072106,2,6,0
2022-06-11,45,48,24,23512.611673620602,5.417594249545056,25.636603678564388,309,51.005636816838546,5,3,0
2022-06-12,38,44,12,22984.842429304255,4.696555041597586,19.72295744105326,495,103.26908203298193,2,5,0
2022-06-13,69,41,19,17671.6526258799,8.976888159379087,19.280398849820664,170,488.27976789477543,3,8,0
2022-06-14,91,56,19,17445.404429842994,11.487608026198181,15.313017752470095,459,36.72196341253291,1,5,0
2022-06-15,11,59,17,17273.220710700276,10.414153723182842,15.860701324406831,188,567.1740542480843,4,3,0
2022-06-16,10,48,20,18392.373405288672,3.679671627501542,26.588821825388003,361,171.29543337937585,0,6,0
2022-06-17,56,61,18,19981.987195616854,4.635262987424455,21.344818734944898,465,324.23696400633384,1,5,0
2022-06-18,78,40,13,19386.677720315754,7.59703176101083,21.946511902613196,287,341.4360823100126,6,1,0
2022-06-19,29,39,18,17182.731987814936,20.66869551862702,28.003234784415614,211,375.532483414351,3,2,0
2022-06-20,20,68,7,16304.514099436181,11.499478949102363,13.412056898288787,338,151.77536836189554,4,3,0
2022-06-21,11,55,21,15125.778124861954,3.6479991192970638,23.356278585206955,355,156.3884732036875,5,3,0
2022-06-22,76,63,28,16539.63238666504,11.43517570612864,12.060545676534257,249,362.88888154384205,8,4,0
2022-06-23,96,41,24,22053.56370194118,13.272658790040705,17.81174028973314,226,52.3894501776293,7,5,0
2022-06-24,21,40,17,17436.385693455828,5.101359216585757,14.274564876457319,491,44.94958118064877,3,4,0
2022-06-25,29,46,8,19686.018101215097,6.053245130758298,24.292952729661003,418,93.25270605653121,3,8,1
2022-06-26,14,41,13,20913.01148923245,20.547517271726473,10.55136823970188,496,197.96505436016793,1,5,0
2022-06-27,46,57,20,23868.40902831607,5.560124440093146,18.849577443236022,373,1013.202261274712,7,8,0
2022-06-28,47,42,13,23888.550983934194,8.64525923031657,14.206149034008114,432,155.7080408057751,8,5,0
2022-06-29,18,38,20,22457.33733681359,11.758535045801295,15.72595813697994,497,1096.800421439783,1,2,0
2022-06-30,62,51,14,15351.569920485013,14.07197953022502,16.49644417906213,238,248.50369084586472,5,5,0
2022-07-01,53,37,28,20750.70419085415,11.52604703061426,26.595522687493162,202,94.30529603588315,3,7,0
2022-07-02,95,32,17,22865.834708315066,8.32930026512872,18.323852749842345,341,467.34542321354047,5,3,0
2022-07-03,33,51,14,15172.880447633632,9.036592887216496,28.63662848007451,216,116.4121807484895,2,2,0
2022-07-04,90,32,27,20496.846136565782,15.617664572601381,29.682931634232673,313,190.79688796818616,3,4,0
2022-07-05,83,57,16,23577.641457860293,0.9776269738911572,30.568419343117768,116,39.002615060815586,4,4,0
2022-07-06,39,36,9,19741.02075842267,3.431187631528372,19.70616539523928,278,32.82978656184143,6,4,0
2022-07-07,68,27,21,15041.062028974484,5.734263532541046,21.051785696856808,323,258.17961653300586,1,3,0
2022-07-08,96,47,21,15110.133583356075,3.138430915808964,21.889778214313875,369,447.5234568806704,7,3,0
2022-07-09,90,51,24,19166.360374137505,11.480529691769698,18.16256085719618,412,1038.6400607617688,3,6,0
2022-07-10,90,54,14,16550.086674167545,11.357809827246456,22.12185129420976,448,66.06423713797605,4,4,0
2022-07-11,23,51,18,21644.506570932594,9.530901052090165,15.324018964316764,233,641.4582659675042,6,6,0
2022-07-12,18,39,15,22087.99264906154,8.818579357573519,10.622621186011775,213,552.4963903000537,2,5,0
2022-07-13,49,57,7,16778.797954606285,8.871591724812554,23.57067299710807,231,90.81615070252657,0,5,0
2022-07-14,75,59,29,23885.332885244847,14.727052561739415,18.251133476417483,238,594.717729903043,1,3,1
2022-07-15,34,37,24,19419.07844978926,2.03243608919414,15.116540809805688,464,381.54026012560047,4,5,0
2022-07-16,82,48,15,16428.459075919236,6.178707178828699,15.748868486653778,331,465.06774285681496,3,1,0
2022-07-17,31,47,22,22642.515980693955,8.047739638909707,27.57560910382699,474,1296.418029777011,3,4,1
2022-07-18,13,52,13,22899.745000167728,20.408962487108482,22.320563954610478,191,446.1529576290958,4,5,0
2022-07-19,35,47,30,21392.954726654574,14.457005277298235,12.388464087681573,366,17.515774425127052,5,3,0
2022-07-20,67,49,9,23534.655532025532,2.41749259052344,14.065067937060718,198,204.90787666161935,1,3,0
2022-07-21,38,56,-7,22373.729720306714,5.956686598621183,18.540601970914903,306,30.9755597671471,7,3,0
2022-07-22,96,38,20,23822.057372269905,7.608620211415864,22.38204679171016,107,172.68170946964005,6,2,0
2022-07-23,46,57,21,19338.880484854795,4.798260025954562,16.027143108135753,469,162.9800599054666,2,4,0
2022-07-24,84,61,21,22475.971280994425,8.024424589588138,19.135266625773358,420,82.78981919407015,3,10,0
2022-07-25,79,66,5,24997.515634290445,7.027357458788187,20.572755941150884,192,53.11167949181011,4,4,0
2022-07-26,27,28,16,22249.311975196193,10.474950535418973,20.676342045513376,257,87.32773406279011,1,5,0
2022-07-27,94,48,19,16141.837802371321,13.343259060718824,8.024318905003717,459,105.93645662639808,4,6,0
2022-07-28,51,30,13,20183.18722429183,5.750376946000901,21.108206859015322,198,130.09892909236294,7,6,0
2022-07-29,50,25,29,20873.47791243028,8.360270974754533,11.335701785298255,324,164.91561290568535,1,9,0
2022-07-30,47,51,8,16742.10675071391,15.113239502927485,18.56800759249522,439,266.46711111562513,3,7,0
2022-07-31,43,46,19,24628.916341780376,16.310823574404914,17.49292476545751,307,108.57570710319622,1,7,0
2022-08-01,26,52,24,16755.797776346164,13.448227022791068,14.60633550399907,172,533.6010352226658,4,9,0
2022-08-02,46,54,14,16775.57919713223,11.388635462470019,24.21583602000608,158,142.84519512751586,4,3,0
2022-08-03,34,62,22,24151.671379745552,13.5798046500801,14.380120700516223,386,374.0879082431499,2,6,0
2022-08-04,85,50,27,19652.05433121671,4.846357330108217,17.385315553062675,163,109.45562134758889,6,8,0
2022-08-05,96,79,12,15631.882792745162,9.371286243046981,24.393670865015952,355,2307.013637093592,3,6,0
2022-08-06,95,53,32,20981.874999385287,5.782278368584083,17.242497970051698,147,236.8114310911849,4,10,0
2022-08-07,94,68,21,21018.263486330477,6.309773855634887,16.207450046572873,378,761.5064186963782,2,2,0
2022-08-08,36,26,15,15645.007586865619,7.468542618446141,18.65922277973685,297,74.14762298213306,5,5,0
2022-08-09,66,63,18,24725.22495633662,22.81540044002311,22.702512602855492,257,94.90246895791697,3,10,0
2022-08-10,40,48,16,20440.299652945756,3.4869807711787417,27.231538023971027,410,115.33746937165974,4,4,0
2022-08-11,15,30,24,20597.957221797642,4.8533046687382315,15.319392010310878,106,1759.8782803843535,3,6,0
2022-08-12,49,54,26,20201.154145023946,6.721708101880142,15.724590172669547,347,119.97219192081897,3,1,0
2022-08-13,21,46,28,21107.3177964462,21.327432796713254,18.618322975367327,467,65.14176565634301,6,6,0
2022-08-14,62,55,41,17642.99752773755,5.758865868098197,21.150703256335877,331,545.0657630591177,1,8,0
2022-08-15,80,60,26,17872.413479748408,3.469355498719085,16.148766680013207,205,157.40220515056353,4,4,0
2022-08-16,19,35,22,20113.390897961326,9.539952856446115,23.442816839430773,197,119.32854119580306,1,1,0
2022-08-17,54,60,16,23066.858547635795,3.5623202846494926,15.413611242737186,367,80.61765647782858,1,1,0
2022-08-18,26,50,20,15498.645764941788,5.356009462314239,10.495727052520186,159,241.97358279695158,4,8,0
2022-08-19,35,63,4,21034.04212220246,9.460856024054717,22.658876405828387,407,429.51455694030693,3,6,1
2022-08-20,94,47,25,23067.78142506314,11.772664698934758,23.237947365731227,239,326.38753752808395,1,2,0
2022-08-21,71,45,18,16569.172720372273,8.425667182816994,25.223253178163798,496,91.89680130550818,2,2,0
2022-08-22,55,50,0,15150.225419805663,5.160887079357947,10.040501014214378,427,55.2737057842416,2,7,0
2022-08-23,73,51,6,18127.13295141458,12.85861855201631,16.671924742385727,289,2.6667989105440384,2,7,0
2022-08-24,11,43,17,20881.43706729598,6.646573019357014,18.74470915900629,224,57.65813182398006,3,3,0
2022-08-25,63,45,21,16382.831734047477,6.059474605112218,28.78479086708942,262,102.2954769772114,4,4,0
2022-08-26,74,37,19,19261.223709724854,11.126014623858625,19.203993025104705,159,139.90451698754816,7,7,0
2022-08-27,60,45,22,20523.21497374278,10.204927610946894,13.2674165598727,130,113.20368601367711,2,5,0
2022-08-28,62,56,19,20988.830947573173,15.067543987953897,21.48370232377396,432,2442.7431964253824,7,9,0
2022-08-29,45,48,23,17744.11721000375,7.3340240959743985,26.54728112898057,175,242.58814702888876,0,5,0
2022-08-30,35,60,13,19000.296359862914,9.218068651948329,25.483194714804178,342,43.04978660160278,3,6,0
2022-08-31,38,48,9,22783.392290675587,19.588206459971058,22.808990821638993,416,285.8786438085251,6,5,0
2022-09-01,30,35,21,24412.146941206855,9.878672609394643,21.313161835540825,357,219.52732687307824,2,9,0
